tldw_chatbook/Chat/chat_persistence_service.py	557	_reconcile_completed_voice_pair :: SELECT id, conversation_id, parent_message_id, sender, content, image_data, image_mime_typ
tldw_chatbook/Chat/chat_persistence_service.py	569	_reconcile_completed_voice_pair :: SELECT revision_id, source_conversation_id, source_message_id, revision_sequence, normaliz
tldw_chatbook/Chat/chat_persistence_service.py	603	_reconcile_completed_voice_pair :: SELECT conversation_id, mark_type, CAST(created_at AS TEXT) AS created_at_text, CAST(updat
tldw_chatbook/Chat/chat_persistence_service.py	863	commit_completed_voice_pair :: SELECT conversation_id, deleted FROM messages WHERE id = ?
tldw_chatbook/Chat/citation_artifact_ownership.py	511	_validate_shared_database_contract :: SELECT name FROM main.sqlite_master WHERE type = 'table' AND name IN (?, ?)
tldw_chatbook/Chat/citation_artifact_ownership.py	533	_validate_shared_database_contract (fstring) :: SELECT name FROM main.sqlite_master WHERE type = 'table' AND name IN (?, ?)
tldw_chatbook/Chat/citation_legacy_migration.py	1394	_canonical_records :: SELECT trace.trace_id, trace.origin, trace.aggregate_json, owner.message_id, owner.body_fi
tldw_chatbook/Chat/citation_legacy_migration.py	1526	retry_diverged :: SELECT refs.snapshot_payload_id FROM rag_trace_evidence_refs AS refs JOIN rag_citation_tra
tldw_chatbook/Chat/citation_payload_lifecycle.py	302	_revoke_in_transaction :: SELECT payload_id, governance_scope_id, authority_id, confidentiality_policy_id, revocatio
tldw_chatbook/Chat/citation_payload_lifecycle.py	338	_revoke_in_transaction :: SELECT DISTINCT reference.trace_id FROM rag_trace_evidence_refs AS reference JOIN rag_evid
tldw_chatbook/Chat/citation_payload_lifecycle.py	674	_collect_under_artifact_guard :: SELECT DISTINCT snapshot.payload_id, snapshot.origin_namespace, snapshot.origin_payload_id
tldw_chatbook/Chat/citation_payload_lifecycle.py	878	_trace_has_barrier :: SELECT owner.state, owner.updated_at AS owner_updated_at, message.deleted AS message_delet
tldw_chatbook/Chat/citation_payload_lifecycle.py	938	_trace_has_barrier :: SELECT retain_until FROM rag_evidence_snapshots WHERE profile_id = ? AND payload_id IN ( S
tldw_chatbook/Chat/citation_payload_lifecycle.py	958	_trace_has_barrier :: SELECT DISTINCT snapshot.origin_namespace, snapshot.origin_payload_id FROM rag_trace_evide
tldw_chatbook/Chat/citation_trace_repository.py	1362	write_prepared :: SELECT message_revision, state, body_fingerprint, idempotency_key FROM rag_message_trace_o
tldw_chatbook/Chat/citation_trace_repository.py	1621	link_fork_message_owner :: SELECT profile_id, trace_id, state, body_fingerprint FROM rag_message_trace_owners WHERE m
tldw_chatbook/Chat/citation_trace_repository.py	1702	classify_fork_message_owner :: SELECT profile_id, trace_id, state, body_fingerprint FROM rag_message_trace_owners WHERE m
tldw_chatbook/Chat/citation_trace_repository.py	3721	_trace_row_identities_match :: SELECT run_id, run_ordinal, stage FROM rag_evidence_runs WHERE profile_id = ? AND trace_id
tldw_chatbook/Chat/citation_trace_repository.py	3735	_trace_row_identities_match :: SELECT payload_id, attempt_id FROM rag_answer_attempt_payloads WHERE profile_id = ? AND tr
tldw_chatbook/Chat/citation_trace_repository.py	3750	_trace_row_identities_match :: SELECT prompt_set_id, evidence_ordinal, run_id, snapshot_payload_id, marker_ordinal, stora
